X,Y
9.293511917515742198e+02,4.642956565499897579e+02
9.321525190964948706e+02,4.622552830726671118e+02
9.340446433581701058e+02,4.592548523922421850e+02
9.355912829990122646e+02,4.524200298371641793e+02
9.355541178150441510e+02,4.502609355124327521e+02
9.347120413726879633e+02,4.524056009609680586e+02
9.340773094431141317e+02,4.531662786555237972e+02
9.337255704134068992e+02,4.519193958307193384e+02
9.336375342719412629e+02,4.527333724873344636e+02
9.333269135015843858e+02,4.487928262726612161e+02
9.345766149949753299e+02,4.497035194065809947e+02
9.374390973963832039e+02,4.549701316279044931e+02
9.417172508508612054e+02,4.599494648442623657e+02
9.463845128412019676e+02,4.636109671398485830e+02
9.504950076557548755e+02,4.654249184955025385e+02
9.528829044242077089e+02,4.654695604914452360e+02
9.562625260682222006e+02,4.660787489831889729e+02
9.596187066865707038e+02,4.675724614248713351e+02
9.623467486509990749e+02,4.676207011647791774e+02
9.642510914034138523e+02,4.672438282067940918e+02
9.652768137486345950e+02,4.672767159820483016e+02
9.657069256701425957e+02,4.687156724250337447e+02
9.659608166263269595e+02,4.692615429648411691e+02
9.660519418370909079e+02,4.697764268589628500e+02
9.659516398670554054e+02,4.694923494930956167e+02
